profile_id,prism_replicate,perturbation_well,culture,perturbation_type,dose,broad_id,name,compound_plate,rep,screen
PREP049_PR500_120H_X3_P6:K05,PREP049_PR500_120H_X3_P6,K05,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:K06,PREP049_PR500_120H_X3_P6,K06,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:K19,PREP049_PR500_120H_X3_P6,K19,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:K23,PREP049_PR500_120H_X3_P6,K23,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:L01,PREP049_PR500_120H_X3_P6,L01,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:L04,PREP049_PR500_120H_X3_P6,L04,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:L15,PREP049_PR500_120H_X3_P6,L15,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:L16,PREP049_PR500_120H_X3_P6,L16,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:L23,PREP049_PR500_120H_X3_P6,L23,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:M06,PREP049_PR500_120H_X3_P6,M06,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:M08,PREP049_PR500_120H_X3_P6,M08,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:M11,PREP049_PR500_120H_X3_P6,M11,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:M17,PREP049_PR500_120H_X3_P6,M17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:M21,PREP049_PR500_120H_X3_P6,M21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:N01,PREP049_PR500_120H_X3_P6,N01,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:N08,PREP049_PR500_120H_X3_P6,N08,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:N20,PREP049_PR500_120H_X3_P6,N20,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:O01,PREP049_PR500_120H_X3_P6,O01,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:O03,PREP049_PR500_120H_X3_P6,O03,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:O13,PREP049_PR500_120H_X3_P6,O13,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:O15,PREP049_PR500_120H_X3_P6,O15,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:O16,PREP049_PR500_120H_X3_P6,O16,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:O21,PREP049_PR500_120H_X3_P6,O21,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:O24,PREP049_PR500_120H_X3_P6,O24,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:P02,PREP049_PR500_120H_X3_P6,P02,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP049_PR500_120H_X3_P6:P12,PREP049_PR500_120H_X3_P6,P12,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP049,X3,REP1M
PREP050_PR500_120H_X1_P6:A02,PREP050_PR500_120H_X1_P6,A02,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:A09,PREP050_PR500_120H_X1_P6,A09,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:A10,PREP050_PR500_120H_X1_P6,A10,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:A11,PREP050_PR500_120H_X1_P6,A11,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:A18,PREP050_PR500_120H_X1_P6,A18,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:A22,PREP050_PR500_120H_X1_P6,A22,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:B01,PREP050_PR500_120H_X1_P6,B01,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:B15,PREP050_PR500_120H_X1_P6,B15,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:C08,PREP050_PR500_120H_X1_P6,C08,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:C20,PREP050_PR500_120H_X1_P6,C20,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:D13,PREP050_PR500_120H_X1_P6,D13,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:D16,PREP050_PR500_120H_X1_P6,D16,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:E05,PREP050_PR500_120H_X1_P6,E05,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:E06,PREP050_PR500_120H_X1_P6,E06,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:E11,PREP050_PR500_120H_X1_P6,E11,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:E19,PREP050_PR500_120H_X1_P6,E19,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:F02,PREP050_PR500_120H_X1_P6,F02,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:F06,PREP050_PR500_120H_X1_P6,F06,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:F12,PREP050_PR500_120H_X1_P6,F12,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:G03,PREP050_PR500_120H_X1_P6,G03,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:G04,PREP050_PR500_120H_X1_P6,G04,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:G07,PREP050_PR500_120H_X1_P6,G07,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:G09,PREP050_PR500_120H_X1_P6,G09,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:G15,PREP050_PR500_120H_X1_P6,G15,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:H08,PREP050_PR500_120H_X1_P6,H08,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:H20,PREP050_PR500_120H_X1_P6,H20,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:H23,PREP050_PR500_120H_X1_P6,H23,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:I08,PREP050_PR500_120H_X1_P6,I08,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:I09,PREP050_PR500_120H_X1_P6,I09,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:I24,PREP050_PR500_120H_X1_P6,I24,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:J01,PREP050_PR500_120H_X1_P6,J01,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:J02,PREP050_PR500_120H_X1_P6,J02,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:J11,PREP050_PR500_120H_X1_P6,J11,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:J14,PREP050_PR500_120H_X1_P6,J14,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:J17,PREP050_PR500_120H_X1_P6,J17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:J19,PREP050_PR500_120H_X1_P6,J19,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:J21,PREP050_PR500_120H_X1_P6,J21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:K04,PREP050_PR500_120H_X1_P6,K04,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:K07,PREP050_PR500_120H_X1_P6,K07,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:K20,PREP050_PR500_120H_X1_P6,K20,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:L06,PREP050_PR500_120H_X1_P6,L06,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:L11,PREP050_PR500_120H_X1_P6,L11,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:L14,PREP050_PR500_120H_X1_P6,L14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:L17,PREP050_PR500_120H_X1_P6,L17,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:L18,PREP050_PR500_120H_X1_P6,L18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:L21,PREP050_PR500_120H_X1_P6,L21,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:M03,PREP050_PR500_120H_X1_P6,M03,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:M04,PREP050_PR500_120H_X1_P6,M04,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:M08,PREP050_PR500_120H_X1_P6,M08,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:M12,PREP050_PR500_120H_X1_P6,M12,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:M17,PREP050_PR500_120H_X1_P6,M17,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:M23,PREP050_PR500_120H_X1_P6,M23,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:N10,PREP050_PR500_120H_X1_P6,N10,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:N19,PREP050_PR500_120H_X1_P6,N19,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:O14,PREP050_PR500_120H_X1_P6,O14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:O16,PREP050_PR500_120H_X1_P6,O16,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:O18,PREP050_PR500_120H_X1_P6,O18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:O22,PREP050_PR500_120H_X1_P6,O22,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:P03,PREP050_PR500_120H_X1_P6,P03,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:P05,PREP050_PR500_120H_X1_P6,P05,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:P23,PREP050_PR500_120H_X1_P6,P23,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X1,REP1M
PREP050_PR500_120H_X1_P6:P24,PREP050_PR500_120H_X1_P6,P24,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X1,REP1M
PREP050_PR500_120H_X2_P6:A03,PREP050_PR500_120H_X2_P6,A03,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:A05,PREP050_PR500_120H_X2_P6,A05,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:A09,PREP050_PR500_120H_X2_P6,A09,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:A23,PREP050_PR500_120H_X2_P6,A23,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:B03,PREP050_PR500_120H_X2_P6,B03,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:B11,PREP050_PR500_120H_X2_P6,B11,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:B22,PREP050_PR500_120H_X2_P6,B22,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:C05,PREP050_PR500_120H_X2_P6,C05,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:C06,PREP050_PR500_120H_X2_P6,C06,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:C11,PREP050_PR500_120H_X2_P6,C11,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:C13,PREP050_PR500_120H_X2_P6,C13,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:C23,PREP050_PR500_120H_X2_P6,C23,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:D04,PREP050_PR500_120H_X2_P6,D04,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:D05,PREP050_PR500_120H_X2_P6,D05,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:D06,PREP050_PR500_120H_X2_P6,D06,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:D13,PREP050_PR500_120H_X2_P6,D13,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:D22,PREP050_PR500_120H_X2_P6,D22,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:E08,PREP050_PR500_120H_X2_P6,E08,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:E18,PREP050_PR500_120H_X2_P6,E18,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:E20,PREP050_PR500_120H_X2_P6,E20,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:E21,PREP050_PR500_120H_X2_P6,E21,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:F06,PREP050_PR500_120H_X2_P6,F06,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:F14,PREP050_PR500_120H_X2_P6,F14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:F18,PREP050_PR500_120H_X2_P6,F18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:F24,PREP050_PR500_120H_X2_P6,F24,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:G01,PREP050_PR500_120H_X2_P6,G01,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:G10,PREP050_PR500_120H_X2_P6,G10,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:G16,PREP050_PR500_120H_X2_P6,G16,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:G17,PREP050_PR500_120H_X2_P6,G17,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:G19,PREP050_PR500_120H_X2_P6,G19,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:H04,PREP050_PR500_120H_X2_P6,H04,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:H13,PREP050_PR500_120H_X2_P6,H13,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:H16,PREP050_PR500_120H_X2_P6,H16,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:I04,PREP050_PR500_120H_X2_P6,I04,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:I07,PREP050_PR500_120H_X2_P6,I07,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:I12,PREP050_PR500_120H_X2_P6,I12,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:J02,PREP050_PR500_120H_X2_P6,J02,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:J07,PREP050_PR500_120H_X2_P6,J07,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:J08,PREP050_PR500_120H_X2_P6,J08,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:J12,PREP050_PR500_120H_X2_P6,J12,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:J13,PREP050_PR500_120H_X2_P6,J13,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:J20,PREP050_PR500_120H_X2_P6,J20,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:K09,PREP050_PR500_120H_X2_P6,K09,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:K11,PREP050_PR500_120H_X2_P6,K11,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:K24,PREP050_PR500_120H_X2_P6,K24,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:L02,PREP050_PR500_120H_X2_P6,L02,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:L10,PREP050_PR500_120H_X2_P6,L10,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:L12,PREP050_PR500_120H_X2_P6,L12,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:M01,PREP050_PR500_120H_X2_P6,M01,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:M02,PREP050_PR500_120H_X2_P6,M02,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:M14,PREP050_PR500_120H_X2_P6,M14,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:M15,PREP050_PR500_120H_X2_P6,M15,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:M19,PREP050_PR500_120H_X2_P6,M19,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:N04,PREP050_PR500_120H_X2_P6,N04,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:N05,PREP050_PR500_120H_X2_P6,N05,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:N09,PREP050_PR500_120H_X2_P6,N09,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:N24,PREP050_PR500_120H_X2_P6,N24,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:O17,PREP050_PR500_120H_X2_P6,O17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:O21,PREP050_PR500_120H_X2_P6,O21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:P11,PREP050_PR500_120H_X2_P6,P11,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:P16,PREP050_PR500_120H_X2_P6,P16,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X2,REP1M
PREP050_PR500_120H_X2_P6:P22,PREP050_PR500_120H_X2_P6,P22,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X2,REP1M
PREP050_PR500_120H_X3.L2_P6:A15,PREP050_PR500_120H_X3.L2_P6,A15,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:A17,PREP050_PR500_120H_X3.L2_P6,A17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:A20,PREP050_PR500_120H_X3.L2_P6,A20,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:A21,PREP050_PR500_120H_X3.L2_P6,A21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:B12,PREP050_PR500_120H_X3.L2_P6,B12,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:B14,PREP050_PR500_120H_X3.L2_P6,B14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:B18,PREP050_PR500_120H_X3.L2_P6,B18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:B21,PREP050_PR500_120H_X3.L2_P6,B21,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X3,REP1M
PREP050_PR500_120H_X3.L2_P6:C07,PREP050_PR500_120H_X3.L2_P6,C07,PR500A,trt_poscon,20,BRD-K88510285-001-37-6,Bortezomib,PREP050,X3,REP1M
